Rank,URL,Name,Industry,IncorporationYear,RevenueRsCrore,RevenueChange,NetOperatingIncomeRsCrore,NetOperatingIncomeChange,ProfitRsCrore,ProfitChange,AssetsRsCrore,AssetsChange,NetWorthRsCrore,NetWorthChange,EquityDividendRsCrore,EquityDividendChange,EmployeeCostRsCrore,EmployeeCostChange
502,https://www.fortuneindia.com/next-500/company/essar-ports?year=2017,Essar Ports,shipping,1975,1706.03,3.99,1514.61,8.43,67.54,82.74,12946.59,27.79,3491.37,2.12,0,0,42.93,31.32
503,https://www.fortuneindia.com/next-500/company/nectar-lifescience?year=2017,Nectar Lifescience,drugs & pharmaceuticals,1995,1706.01,0.84,1675.8,1.96,59.19,10.67,1995.53,4.81,1010.09,5.44,2.24,0,66.67,13.13
504,https://www.fortuneindia.com/next-500/company/jm-financial?year=2017,JM Financial,non-banking financial services,1986,1684.66,20.07,1615.08,20.33,400.46,21.16,10316.41,29.31,2909.47,14.41,114.45,0,263.91,12.19
505,https://www.fortuneindia.com/next-500/company/gati?year=2017,Gati,transport logistics,1995,1683.76,1.28,1667.03,1.15,36.83,10.63,1198.55,5.86,557.56,2.73,8.77,0,179.7,14.82
506,https://www.fortuneindia.com/next-500/company/heidelbergcement-india?year=2017,HeidelbergCement India,cement,1958,1680.13,2.14,1655.31,1.22,38.65,18.84,1972.04,10.11,883.31,2.8,0,0,105.63,1.26
507,https://www.fortuneindia.com/next-500/company/century-plyboards-india?year=2017,Century Plyboards (India),basic materials,1982,1679.91,1.66,1663.7,4.74,167.2,12.24,1016.21,11.49,531.13,36.95,22.22,0,239.05,18.98
508,https://www.fortuneindia.com/next-500/company/dishman-pharmaceuticals-and-chemicals?year=2017,Dishman Pharmaceuticals and Chemicals,drugs & pharmaceuticals,1983,1675.36,2.5,1596.05,0.46,171.11,42.82,2475.31,10.32,1446.22,17.34,16.15,0,535.49,26.53
509,https://www.fortuneindia.com/next-500/company/west-coast-paper-mills?year=2017,West Coast Paper Mills,paper,1955,1673.23,2.59,1700.04,3.13,8.86,691.07,1374.76,10.82,598.68,0.15,6.6,0,115.89,18.92
510,https://www.fortuneindia.com/next-500/company/ratnamani-metals-tubes?year=2017,Ratnamani Metals & Tubes,iron & steel,1983,1672,5.5,1719.41,1.83,162.8,6.14,1050.18,10.76,1041.28,14.51,25.7,0,101.42,10.71
511,https://www.fortuneindia.com/next-500/company/ferrero-india?year=2017,Ferrero India,fmcg,2004,1667.09,82.73,1659.35,121.15,206.55,0,798.65,26.74,166.49,3196.83,0,0,101.21,114.07
512,https://www.fortuneindia.com/next-500/company/jyothy-laboratories?year=2017,Jyothy Laboratories,fmcg,1992,1660.02,8.5,1646.57,8.7,157.96,30.42,1321.41,13.39,846.13,8.53,90.56,0,167.53,1.53
513,https://www.fortuneindia.com/next-500/company/sunflag-iron-steel-company?year=2017,Sunflag Iron & Steel Company,iron & steel,1984,1656.85,7.66,1661.43,5.42,55.58,127.69,927.95,9.73,647.06,10.05,0,0,98.84,20.45
514,https://www.fortuneindia.com/next-500/company/nava-bharat-ventures?year=2017,Nava Bharat Ventures,diversified,1972,1656.75,15.38,1593,12.17,287.3,39.44,7201.53,52.36,3192.59,9.64,25.29,0,111.66,4.67
515,https://www.fortuneindia.com/next-500/company/steel-exchange-india?year=2017,Steel Exchange India,trading,1999,1655.45,2.54,1671.14,6.76,7.39,74.03,1093.06,4.02,261.58,4.11,0,0,23.61,3.51
516,https://www.fortuneindia.com/next-500/company/perfetti-van-melle-india?year=2017,Perfetti Van Melle India,fmcg,1992,1649.55,0.4,1627.89,0.24,32.54,137.69,523.73,8.42,431.94,8.15,0,0,176.37,12.67
517,https://www.fortuneindia.com/next-500/company/greenply-industries?year=2017,Greenply Industries,basic materials,1990,1648.57,3.56,1657.67,5.8,127.69,2.79,876.72,4.15,605.31,24.46,7.24,0,169.66,17.02
518,https://www.fortuneindia.com/next-500/company/the-mandhana-industries?year=2017,The Mandhana Industries,textiles & garments,1984,1645.56,4.13,1646.61,6.72,57.13,8.91,1561.56,9.2,603.67,8.86,7.97,0,101.83,34.71
519,https://www.fortuneindia.com/next-500/company/central-warehousing-corporation?year=2017,Central Warehousing Corporation,infrastructure development,1957,1639.94,5,1519.09,4.64,197.82,8.62,2209.16,16.93,2209.15,16.93,59.82,0,14.58,18.73
520,https://www.fortuneindia.com/next-500/company/the-fertilisers-chemicals-travancore?year=2017,The Fertilisers & Chemicals Travancore,"fert, agro chem",1943,1639.13,19.93,1776.21,12,458.57,0,677.32,41.25,1310.25,0,0,0,250.91,4.98
521,https://www.fortuneindia.com/next-500/company/gtl?year=2017,GTL,telecommunication,1987,1638.78,21.42,1683.19,0.51,2933.06,0,969.42,137.44,3666.87,0,0,0,220.55,4.75
522,https://www.fortuneindia.com/next-500/company/amway-india-enterprises?year=2017,Amway India Enterprises,consumer durables,1995,1636.77,7.76,1586.28,9.39,90.06,35.7,665.49,15.49,659.41,15.82,0,0,108.39,33.27
523,https://www.fortuneindia.com/next-500/company/ecgc?year=2017,ECGC,non-banking financial services,1957,1627.36,3.81,978.94,3.96,276.23,53.38,3373.66,6.7,3279.35,9.72,65,0,106.75,21.28
524,https://www.fortuneindia.com/next-500/company/indofil-industries?year=2017,Indofil Industries,basic materials,1993,1626.46,2.9,1638.1,10.24,163.29,12.47,1287.31,11.32,729.6,25.4,12.81,0,124.37,15.62
525,https://www.fortuneindia.com/next-500/company/konkan-railway-corporation?year=2017,Konkan Railway Corporation,transport logistics,1990,1624.81,22.85,1555.59,23.87,129.5,228.76,3403.66,10.15,2596.5,0,0,0,314,15.37
526,https://www.fortuneindia.com/next-500/company/atc-tires?year=2017,ATC Tires,tyres & tubes,2007,1617.02,14.37,1555.21,14.76,362.59,22.49,1508.21,18.32,1123.52,36.89,49.94,0,103.34,33.89
527,https://www.fortuneindia.com/next-500/company/narayana-hrudayalaya?year=2017,Narayana Hrudayalaya,healthcare,2000,1616.21,17.67,1607.45,17.86,19.13,0,1159.59,1.15,886.82,15.41,0,0,334.98,20.96
528,https://www.fortuneindia.com/next-500/company/ineos-styrolution-india?year=2017,INEOS Styrolution India,basic materials,1973,1616,36.34,1597.02,36.42,62.77,124.02,692.22,12.52,518.11,2.84,7.03,0,51.43,46.82
529,https://www.fortuneindia.com/next-500/company/haldiram-foods-international?year=2017,Haldiram Foods International,fmcg,1987,1612.71,12.33,1590.93,11.96,146.59,60.4,752.73,26.15,716.67,26.52,0,0,125.4,28.4
530,https://www.fortuneindia.com/next-500/company/bgr-mining-infra?year=2017,BGR Mining & Infra,metals & mining,2011,1611.98,73.04,1621.58,77.31,128.84,109.19,1167.26,40.13,288.77,106.62,0,0,165.68,134.31
531,https://www.fortuneindia.com/next-500/company/cosmo-films?year=2017,Cosmo Films,packaging,1976,1606.88,1.23,1620.62,1.59,96.24,247.94,878.66,0.95,456.27,19.88,19.44,0,121.59,15.79
532,https://www.fortuneindia.com/next-500/company/3f-industries?year=2017,3F Industries,food & agri products,1960,1597.37,1.68,1546.45,1.67,32.61,60.56,945.06,7.92,204.42,15.46,5.23,0,25.37,17.51
533,https://www.fortuneindia.com/next-500/company/linde-india?year=2017,Linde India,basic materials,1935,1596.8,6.35,1566.63,5.05,23.46,334.44,3083.99,5.46,1391.45,0.24,6.4,0,101.93,12.12
534,https://www.fortuneindia.com/next-500/company/star-health-allied-insurance-company?year=2017,Star Health & Allied Insurance Company,health insurance,2005,1596.2,49.3,1513.87,48.72,136.58,0,360.1,153.84,360.1,153.86,0,0,367.62,37.72
535,https://www.fortuneindia.com/next-500/company/jbm-auto?year=2017,JBM Auto,auto ancillaries,1996,1588.47,1.81,1517.76,2.52,52.38,31.45,987.72,9.15,343.67,14.32,7.14,0,171.02,22.77
536,https://www.fortuneindia.com/next-500/company/catholic-syrian-bank?year=2017,Catholic Syrian Bank,banking,1920,1587.57,5.04,1482.89,3.99,149.72,0,15373,0.23,727.01,4.91,0,0,296.81,3.56
537,https://www.fortuneindia.com/next-500/company/radico-khaitan?year=2017,Radico Khaitan,beer & alcohol,1983,1587.14,4,1543.09,3.68,76.89,13.68,1764.21,4.69,896.05,9.2,10.64,0,131.02,9.63
538,https://www.fortuneindia.com/next-500/company/roquette-riddhi-siddhi?year=2017,Roquette Riddhi Siddhi,basic materials,2012,1581.7,11.68,1551.43,10.53,4.44,82.33,1828.03,3.31,989.48,0.45,0,0,54.48,10.35
539,https://www.fortuneindia.com/next-500/company/orient-cement?year=2017,Orient Cement,cement,2011,1581.66,2.19,1572.2,1.36,62.24,68.05,2382.76,10.93,1016.3,4.18,20.49,0,90.37,26.69
540,https://www.fortuneindia.com/next-500/company/gayatri-projects?year=2017,Gayatri Projects,engineering & construction,1989,1577.16,4.14,1620.41,7.97,1.23,0,7250.56,26.5,760.66,3.97,7.09,0,27.93,11.85
541,https://www.fortuneindia.com/next-500/company/usher-agro?year=2017,Usher Agro,fmcg,1996,1573.46,13.24,1613.18,7.99,297.72,0,1352.34,6.24,107.22,73.51,0,0,21.81,12.6
542,https://www.fortuneindia.com/next-500/company/ttk-prestige?year=2017,TTK Prestige,consumer durables,1955,1572.72,11.81,1525.12,9.86,114.82,24.37,731.88,11.82,720.8,11.96,31.43,0,115.13,11.15
543,https://www.fortuneindia.com/next-500/company/shamrao-vithal-co-operative-bank?year=2017,Shamrao Vithal Co-Operative Bank,banking,1907,1563.27,10.74,1400.44,10.89,119.66,4.02,15326.24,9.59,1020.93,8.97,10,0,144.45,16.14
544,https://www.fortuneindia.com/next-500/company/sheela-foam?year=2017,Sheela Foam,textiles & garments,1971,1562.42,9.74,1549.99,9.33,104.79,145.58,498.4,16.35,338.43,38.11,0,0,139.41,8.5
545,https://www.fortuneindia.com/next-500/company/sangam-india?year=2017,Sangam (India),textiles & garments,1984,1551.28,4.32,1504.4,2.43,77.04,49.39,1088.1,10.07,439.25,18.17,7.88,0,139.9,17.94
546,https://www.fortuneindia.com/next-500/company/3m-india?year=2017,3M India,consumer durables,1987,1547.47,13.49,1519.83,15.39,200.93,85.46,1042.99,24.08,1008.65,24.88,0,0,252.53,2.59
547,https://www.fortuneindia.com/next-500/company/solar-industries-india?year=2017,Solar Industries India,basic materials,1995,1545.4,10.88,1538.16,13.78,166.14,12.71,1325.47,10.93,867.57,11.82,40.72,0,88.07,10.36
548,https://www.fortuneindia.com/next-500/company/oswal-woollen-mills?year=2017,Oswal Woollen Mills,textiles & garments,1949,1536.62,9,1494.83,4.96,75.33,40.61,1202.18,2.5,499.98,18.7,0,0,130.79,10.19
549,https://www.fortuneindia.com/next-500/company/sona-koyo-steering-systems?year=2017,Sona Koyo Steering Systems,auto ancillaries,1984,1535.87,1.55,1518.31,2.23,37.05,2.24,773.66,7.3,347.3,7.38,9.94,0,166.66,14.33
550,https://www.fortuneindia.com/next-500/company/jmt-auto?year=2017,JMT Auto,auto ancillaries,1997,1534.23,249.33,1467.4,241.18,42.21,0,1248.56,283.82,149.96,6.8,0,0,394.52,2215.26
551,https://www.fortuneindia.com/next-500/company/tara-jewels?year=2017,Tara Jewels,gems & jewellery,2001,1531.97,20.25,1501.55,17.89,25.44,41.73,1088.5,8.82,610.03,4.35,0,0,43.26,12.76
552,https://www.fortuneindia.com/next-500/company/value-industries?year=2017,Value Industries,consumer durables,1988,1530.42,0.12,1527.36,0.94,26.71,0,1295.92,6.39,245.01,11.99,0,0,39.29,6.08
553,https://www.fortuneindia.com/next-500/company/angelique-international?year=2017,Angelique International,capital goods,1996,1523.48,12.44,1473.97,12.95,78.64,7.04,1175.53,17.72,483.22,18.54,2.55,0,83.78,11.53
554,https://www.fortuneindia.com/next-500/company/nitin-fire-protection-industries?year=2017,Nitin Fire Protection Industries,capital goods,1995,1518.6,30.22,1479.7,29.06,98.53,46.82,1147.88,21.88,535.41,22.56,0,0,45.86,46.75
555,https://www.fortuneindia.com/next-500/company/skipper?year=2017,Skipper,iron & steel,1981,1516.71,17.59,1506.23,14.73,95.13,6.68,851.07,23.89,377.82,25.94,14.32,0,42.41,39.23
556,https://www.fortuneindia.com/next-500/company/cadila-pharmaceuticals?year=2017,Cadila Pharmaceuticals,drugs & pharmaceuticals,1991,1514.67,7.76,1453.08,5.9,55.91,14.37,1010.55,16.18,353.42,7.66,24,0,278.75,17.35
557,https://www.fortuneindia.com/next-500/company/pheroze-framroze-company?year=2017,Pheroze Framroze & Company,money changing,1990,1511.58,0.59,1511.5,0.59,0.35,75,60.67,6.55,15.11,2.37,0,0,7.62,11.08
558,https://www.fortuneindia.com/next-500/company/sistema-shyam-teleservices?year=2017,Sistema Shyam Teleservices,telecommunication,1995,1511.1,5.69,1470,6.05,1514.9,0,3321,50.09,1004.3,204.89,0,0,207.7,28.94
559,https://www.fortuneindia.com/next-500/company/dynamatic-technologies?year=2017,Dynamatic Technologies,capital goods,1973,1509.88,10.69,1493.78,8.31,12.28,57.14,862.66,10.87,252.91,2.42,0,0,219.24,7.09
560,https://www.fortuneindia.com/next-500/company/granules-india?year=2017,Granules India,drugs & pharmaceuticals,1991,1508.64,14.31,1431.19,10.63,118.47,30.32,1145.47,24.86,666.04,54.47,13.62,0,125.33,17.17
561,https://www.fortuneindia.com/next-500/company/munjal-showa?year=2017,Munjal Showa,auto ancillaries,1985,1505.43,8.96,1501.84,8.59,61.15,19.15,456.19,10.4,452.92,10.27,16,0,100.85,9.11
562,https://www.fortuneindia.com/next-500/company/irctc?year=2017,IRCTC,e-commerce,1999,1503.2,31.73,1366.78,29.05,188.63,44.4,717.71,20.57,542.07,22.02,75.45,0,164.61,5.91
563,https://www.fortuneindia.com/next-500/company/trend-electronics?year=2017,Trend Electronics,consumer durables,1989,1499.58,1.78,1499.97,1.56,18.38,0,970.09,14.2,40.08,0,0,0,21.42,15.53
564,https://www.fortuneindia.com/next-500/company/hcl-infosystems?year=2017,HCL Infosystems,wholesale trading,1986,1493.04,7.42,1471.11,12.64,339.25,0,2348.33,7.67,1008.04,19.84,0,0,618.19,6.19
565,https://www.fortuneindia.com/next-500/company/savita-oil-technologies?year=2017,Savita Oil Technologies,"lube oils, lubricants",1961,1490.14,18.89,1501.87,18.77,34.32,0,636.83,0.18,590.47,4.52,7.3,0,37.25,14.44
566,https://www.fortuneindia.com/next-500/company/fourth-dimension-solutions?year=2017,Fourth Dimension Solutions,infotech,2011,1482.22,96.68,1401.81,115.05,20.08,54.82,49.54,171.3,46.19,165,0,0,16.92,135.98
567,https://www.fortuneindia.com/next-500/company/bank-of-tokyo-mitsubishi-ufj?year=2017,Bank of Tokyo-Mitsubishi UFJ,banking,1992,1477.79,6.09,1215.29,7.77,189.38,10.63,18654.37,16.77,3985.33,4.99,0,0,115.04,10.79
568,https://www.fortuneindia.com/next-500/company/3i-infotech?year=2017,3i Infotech,infotech,1993,1473.48,9.27,1125.59,16.25,1712.55,0,1035.01,51.13,119.13,0,0,0,839.71,16.22
569,https://www.fortuneindia.com/next-500/company/pricol?year=2017,Pricol,auto ancillaries,1972,1471.76,26.28,1447.86,26.64,1.27,0,412.18,1.39,266.28,2.06,9.48,0,239.33,23.87
570,https://www.fortuneindia.com/next-500/company/eros-international-media?year=2017,Eros International Media,media & entertainment,1994,1471.54,6.59,1582.68,11.36,214.15,13.32,2205.07,11.47,1767.82,19.27,0,0,55.71,55.18
571,https://www.fortuneindia.com/next-500/company/madura-coats?year=2017,Madura Coats,textiles & garments,1974,1471.48,4.77,1467.27,5.95,119.24,22.47,338.91,2.43,239.04,4.79,90,0,162.36,8.33
572,https://www.fortuneindia.com/next-500/company/bengal-assam-company?year=2017,Bengal & Assam Company,non-banking financial services,1947,1468.39,4.67,1437.75,4.86,242.3,39.73,2134.22,14.75,1522.27,18.69,8.68,0,96.85,8.31
573,https://www.fortuneindia.com/next-500/company/rr-kabel?year=2017,RR Kabel,basic materials,1995,1451.21,10.93,1442.29,10.84,72.84,69.16,558.68,4.12,257.93,26.45,15.69,0,47.89,24.42
574,https://www.fortuneindia.com/next-500/company/electronics-corporation-of-india?year=2017,Electronics Corporation Of India,consumer durables,1967,1447.76,10.26,1404.57,10.63,74.54,48.55,1316.22,7.54,770.46,7.93,14.91,0,314.71,7.5
575,https://www.fortuneindia.com/next-500/company/oberoi-realty?year=2017,Oberoi Realty,real estate,1998,1444.3,53.62,1408.09,52.61,425.91,34.31,6004.5,6.81,5304.28,14.46,67.87,0,118.04,24.4
576,https://www.fortuneindia.com/next-500/company/gabriel-india?year=2017,Gabriel India,auto ancillaries,1961,1443.73,0.22,1438.23,0.41,75.24,25.36,400.09,14.96,379.93,16.74,17.24,0,115.04,6.82
577,https://www.fortuneindia.com/next-500/company/ricoh-india?year=2017,Ricoh India,consumer durables,1993,1433.27,12.83,998.24,39.05,1117.73,0,1456.94,64.56,949.14,0,0,0,125.39,25.44
578,https://www.fortuneindia.com/next-500/company/goodyear-india?year=2017,Goodyear India,tyres & tubes,1961,1432.64,12.87,1397.7,11.7,98.48,2.73,602.69,16.07,580.63,17.51,22.14,0,111.58,10.87
579,https://www.fortuneindia.com/next-500/company/bannari-amman-sugars?year=2017,Bannari Amman Sugars,sugar,1983,1430.25,46.33,1455.61,56.54,31.79,2986.41,2458,12.97,920.59,3.29,8.58,0,78.43,18.98
580,https://www.fortuneindia.com/next-500/company/alcatel-lucent-india?year=2017,Alcatel-Lucent India,infotech,1992,1429.18,20.92,1413.22,20.27,46.48,78.3,1029.66,5.85,923.7,6.9,0,0,552.28,12.75
581,https://www.fortuneindia.com/next-500/company/sudarshan-chemical-industries?year=2017,Sudarshan Chemical Industries,basic materials,1951,1428.29,13.96,1409.32,15.69,69.91,28.56,758.87,6.84,313.96,19.56,20.77,0,103.35,9.94
582,https://www.fortuneindia.com/next-500/company/schneider-electric-infrastructure?year=2017,Schneider Electric Infrastructure,capital goods,2011,1427.7,4.37,1402.61,7.03,18.2,0,435.09,0.66,66.84,21.4,0,0,168.18,10.86
583,https://www.fortuneindia.com/next-500/company/global-health?year=2017,Global Health,healthcare,2004,1427.39,16.04,1382.05,15.73,170.22,15.65,1204.54,27.54,1024.45,21,0,0,471.87,11.78
584,https://www.fortuneindia.com/next-500/company/vvf-india?year=2017,VVF India,food & agri products,2010,1426.89,11.74,1456.59,11.37,97.52,0,632.16,22,7.61,0,0,0,96.66,5.69
585,https://www.fortuneindia.com/next-500/company/flowserve-india-controls?year=2017,Flowserve India Controls,capital goods,1996,1426.45,5.41,1408.4,7.97,185.44,5.53,909.65,23.55,877.64,26.79,0,0,139.97,1.69
586,https://www.fortuneindia.com/next-500/company/man-industries-india?year=2017,Man Industries (India),iron & steel,1988,1423.18,2.08,1390.72,1.96,83.29,65.32,918.92,7.48,567.85,17.7,0,0,43.59,5.93
587,https://www.fortuneindia.com/next-500/company/crisil?year=2017,CRISIL,credit rating,1987,1423.16,11.44,1379.94,10.1,285.15,6.23,888.15,0.53,855.76,0.87,71.21,0,693.75,17
588,https://www.fortuneindia.com/next-500/company/graphite-india?year=2017,Graphite India,basic materials,1974,1422.9,18.73,1532.41,10.42,61.47,6.74,2057.84,2.76,1751.09,0.27,39.08,0,201.75,3.02
589,https://www.fortuneindia.com/next-500/company/hindustan-steelworks-construction?year=2017,Hindustan Steelworks Construction,engineering & construction,1964,1416.47,8.24,1346.96,8.43,30.19,0,1109.39,6.28,65.66,0,0,0,5.86,40.75
590,https://www.fortuneindia.com/next-500/company/sandoz?year=2017,Sandoz,drugs & pharmaceuticals,1995,1415.38,0.7,1469.51,4.68,62.92,24.3,842.2,15.47,438.42,16.76,0,0,162.52,15.44
591,https://www.fortuneindia.com/next-500/company/supreme-infrastructure-india?year=2017,Supreme Infrastructure India,infrastructure development,1983,1414.44,22.37,1403.71,22.61,151.95,0,5529.81,7.79,696.41,17.93,0,0,47.14,29.89
592,https://www.fortuneindia.com/next-500/company/pearl-global-industries?year=2017,Pearl Global Industries,textiles & garments,1989,1411.98,35.19,1393.42,36.11,36.66,46.23,603.22,11.72,338.58,8.84,6.5,0,206.32,24.19
593,https://www.fortuneindia.com/next-500/company/elgi-equipments?year=2017,Elgi Equipments,capital goods,1960,1407,3.55,1412.36,7.46,63.35,31.7,848.56,3.18,540.96,9.63,16.64,0,260.24,4.15
594,https://www.fortuneindia.com/next-500/company/dalmia-bharat-sugar-industries?year=2017,Dalmia Bharat Sugar & Industries,cement,1951,1402.9,13.28,1166.41,1.42,58.4,3819.46,1660.47,18.77,508.86,11.52,4.86,0,76.36,1.92
595,https://www.fortuneindia.com/next-500/company/shriram-pistons-rings?year=2017,Shriram Pistons & Rings,auto ancillaries,1901,1400.18,9.12,1392.96,11.94,92.73,61.78,969.24,2,679.32,13.72,8.95,0,271.27,14.98
596,https://www.fortuneindia.com/next-500/company/fedders-lloyd-corporation?year=2017,Fedders Lloyd Corporation,consumer durables,1957,1398.87,1.11,1374.59,4.44,28.72,28.31,954.14,0.6,420.02,6.62,3.08,0,37.73,14.58
597,https://www.fortuneindia.com/next-500/company/gland-pharma?year=2017,Gland Pharma,drugs & pharmaceuticals,1978,1394.27,34.73,1334.11,36.16,313.61,49.86,2086.29,18.64,1677.06,20.29,0,0,114.77,25.79
598,https://www.fortuneindia.com/next-500/company/rohit-ferro-tech?year=2017,Rohit Ferro Tech,metals & mining,2000,1391.43,30.82,1486.39,23.81,488.61,0,2436.74,4,255.98,0,0,0,20.89,20.27
599,https://www.fortuneindia.com/next-500/company/power-mech-projects?year=2017,Power Mech Projects,capital goods,1999,1388.8,1.28,1383.76,1.28,75.53,5.78,897.5,30.03,555.08,56.49,1.47,0,154.54,28.59
600,https://www.fortuneindia.com/next-500/company/gujarat-industries-power-co?year=2017,Gujarat Industries Power Co,power,1985,1387.09,10.27,1351.87,11.29,188.13,48.91,2538.36,1.53,1984.87,8.07,40.84,0,68.73,1.93
601,https://www.fortuneindia.com/next-500/company/parakh-agro-industries?year=2017,Parakh Agro Industries,fmcg,1987,1385.22,5.8,1376.24,4.23,48.14,214.85,243.55,30.04,107.23,28.3,0,0,28.08,1.44
602,https://www.fortuneindia.com/next-500/company/khanna-paper-mills?year=2017,Khanna Paper Mills,paper,1985,1383.64,1.92,1399.18,4.01,9.71,56.84,897.83,0.02,326.49,4.41,0,0,43.69,10.33
603,https://www.fortuneindia.com/next-500/company/pennar-industries?year=2017,Pennar Industries,iron & steel,1975,1383.47,4.52,1355.98,3.3,43.85,22.14,872.78,34.26,494.17,30.2,0,0,93.48,19.42
604,https://www.fortuneindia.com/next-500/company/manipal-global-education-services?year=2017,Manipal Global Education Services,educational services,2001,1383.33,3.36,1347.9,0.79,16.92,59.52,2945.63,23.97,1240.23,4.75,9.76,0,348.4,3.47
605,https://www.fortuneindia.com/next-500/company/a2z-infra-engineering?year=2017,A2Z Infra Engineering,capital goods,2002,1382.02,122.4,1348.82,126.91,133.04,0,2217.12,1.3,604.18,15.12,0,0,25.33,2.39
606,https://www.fortuneindia.com/next-500/company/deepak-nitrite?year=2017,Deepak Nitrite,basic materials,1970,1381.22,4.82,1372.93,3.45,62.73,18.58,1009.4,12.32,472.1,36.67,13.95,0,119.08,18.96
607,https://www.fortuneindia.com/next-500/company/dsp-merrill-lynch?year=2017,DSP Merrill Lynch,non-banking financial services,1975,1377.72,34.34,789.76,19.65,717.45,91.18,3139.85,18.01,3105.95,17.87,1157.75,0,185.5,22.98
608,https://www.fortuneindia.com/next-500/company/meghmani-organics?year=2017,Meghmani Organics,basic materials,1994,1374.12,7.43,1355.94,4.77,82.58,88.15,1350.99,4.42,642.04,16.41,7.63,0,75.71,9.47
609,https://www.fortuneindia.com/next-500/company/lohiya-edible-oils?year=2017,Lohiya Edible Oils,food & agri products,2004,1373.7,10.35,1369.69,11.56,9.66,1.73,171.91,35.39,95.08,35.02,0,0,12.13,41.87
610,https://www.fortuneindia.com/next-500/company/unichem-laboratories?year=2017,Unichem Laboratories,drugs & pharmaceuticals,1962,1372.41,11.05,1334.56,11.05,108.03,43.29,1022.68,11.26,954.84,10.07,18.17,0,255.8,14.61
611,https://www.fortuneindia.com/next-500/company/j-kumar-infraprojects?year=2017,J Kumar Infraprojects,real estate,1999,1371,4.04,1408.63,4.87,103.16,9.29,1638.13,25.44,1283.31,62.63,15.13,0,78.33,5.77
612,https://www.fortuneindia.com/next-500/company/jayant-agro-organics?year=2017,Jayant Agro Organics,"fert, agro chem",1992,1370.8,11.21,1375.47,12.98,25.25,140.02,532.13,8.28,244.26,10.94,5.63,0,26.55,14.89
613,https://www.fortuneindia.com/next-500/company/mafatlal-industries?year=2017,Mafatlal Industries,textiles & garments,1913,1368.95,29.55,1323.09,30.55,17.12,28.19,608.62,17.16,375.94,3.33,4.17,0,121.78,24.48
614,https://www.fortuneindia.com/next-500/company/sarda-energy-minerals?year=2017,Sarda Energy & Minerals,iron & steel,1973,1368.33,29.53,1485.91,15.57,15.38,71.99,2584.81,7.99,1215.28,0.47,17.99,0,68.26,5.35
615,https://www.fortuneindia.com/next-500/company/den-networks?year=2017,Den Networks,media & entertainment,2007,1366.88,12.27,1258.58,11.42,260.92,0,2551.94,11.56,1453.69,14.96,0,0,137.77,24.45
616,https://www.fortuneindia.com/next-500/company/parle-agro?year=2017,Parle Agro,fmcg,1985,1366.37,7.99,1363.9,8.96,107.96,0.74,578.13,23.92,510.02,26.85,0,0,140.75,16.41
617,https://www.fortuneindia.com/next-500/company/flexituff-international?year=2017,Flexituff International,packaging,1993,1362.37,14.34,1312.6,11.53,4.82,74.36,1040.24,3.4,383.07,1.1,0,0,155.53,18.42
618,https://www.fortuneindia.com/next-500/company/eclerx-services?year=2017,eClerx Services,infotech,2000,1355.38,39.07,1314.32,39.51,363,58.05,1117.45,51.73,1086.31,51.93,4.08,0,568.21,29.19
619,https://www.fortuneindia.com/next-500/company/elecon-engineering-company?year=2017,Elecon Engineering Company,capital goods,1960,1354.32,2.93,1285.35,3.28,38.22,133.9,1335.95,7.78,561.91,4.92,11.98,0,149.58,4.41
620,https://www.fortuneindia.com/next-500/company/godavari-biorefineries?year=2017,Godavari Biorefineries,sugar,1956,1352.28,26.05,1385.95,43.84,15.9,0,968.6,9.12,143.39,11.52,0,0,64.29,14.37
621,https://www.fortuneindia.com/next-500/company/federal-mogul-goetze-india?year=2017,Federal-Mogul Goetze (India),auto ancillaries,1954,1345.94,3.02,1328.01,5.07,47.6,50.59,845.99,5.96,510.16,8.34,2.74,0,290.08,11.42
622,https://www.fortuneindia.com/next-500/company/gujarat-mineral-development-corp?year=2017,Gujarat Mineral Development Corp,metals & mining,1963,1344.75,20.64,1202.73,16.43,241.17,51.85,4794.12,8.78,3369.41,3.89,95.4,0,101.71,5.33
623,https://www.fortuneindia.com/next-500/company/vivimed-labs?year=2017,Vivimed Labs,basic materials,1988,1342.08,6.74,1345.63,2.5,83.67,16.13,1771.08,9.55,520.2,5.24,0,0,176.94,4.06
624,https://www.fortuneindia.com/next-500/company/mahesh-edible-oil-industries?year=2017,Mahesh Edible Oil Industries,food & agri products,2002,1338.15,2.51,1317.25,2.04,30.93,18.55,334.28,21.36,156.67,24.6,0,0,22.27,11.52
625,https://www.fortuneindia.com/next-500/company/inox-leisure?year=2017,Inox Leisure,media & entertainment,1999,1337.01,30.43,1332.69,31.07,77.49,286.68,867.93,6.46,590.76,12.63,0,0,74.66,13.43
626,https://www.fortuneindia.com/next-500/company/visa-steel?year=2017,Visa Steel,iron & steel,1996,1334.46,1.71,1303.13,1.79,615.53,0,3057.73,6.19,822.18,0,0,0,66.76,50.77
627,https://www.fortuneindia.com/next-500/company/tribhovandas-bhimji-zaveri?year=2017,Tribhovandas Bhimji Zaveri,gems & jewellery,2007,1334.13,22.28,1346.87,20.79,27.54,0,1096.03,3.44,436.06,5.94,0,0,71.72,15.12
