Rank,URL,Name,Industry,IncorporationYear,RevenueRsCrore,RevenueChange,NetOperatingIncomeRsCrore,NetOperatingIncomeChange,ProfitRsCrore,ProfitChange,AssetsRsCrore,AssetsChange,NetWorthRsCrore,NetWorthChange,EquityDividendRsCrore,EquityDividendChange,EmployeeCostRsCrore,EmployeeCostChange
1,https://www.fortuneindia.com/fortune-500/company/indian-oil-corporation?year=2017,Indian Oil Corporation,oil & gas,1959,374914.69,8.27,355310.11,2.68,19849.49,65.1,191501.09,12.13,102096.1,13.47,8531.08,0,10204.02,36.02
2,https://www.fortuneindia.com/fortune-500/company/reliance-industries?year=2017,Reliance Industries,oil & gas,1973,319935,12.76,305382,11.45,29901,0.52,495479,14.4,262839,13.92,0,0,8388,13.24
3,https://www.fortuneindia.com/fortune-500/company/state-bank-of-india?year=2017,State Bank of India,banking,1955,298640.45,9.21,230447.49,4.45,241.23,98.03,3256646.62,13.05,181598.27,1.33,2108.56,0,35691.21,9.73
4,https://www.fortuneindia.com/fortune-500/company/tata-motors?year=2017,Tata Motors,auto,1945,279029.14,1.52,269692.51,1.23,7454.36,35.62,174925.64,0.26,58061.89,26.46,0,0,28332.89,1.9
5,https://www.fortuneindia.com/fortune-500/company/rajesh-exports?year=2017,Rajesh Exports,gems & jewellery,1995,242179.13,46.58,242131.98,46.59,1243.63,16.34,11802.91,19.37,5635.24,28.33,0,0,156.9,38.9
6,https://www.fortuneindia.com/fortune-500/company/bharat-petroleum?year=2017,Bharat Petroleum,oil & gas,1952,210074.18,11.47,201250.66,7.15,9506.97,17.53,70145.34,28.36,30819.75,10.89,4837.58,0,3669.08,23.87
7,https://www.fortuneindia.com/fortune-500/company/hindustan-petroleum?year=2017,Hindustan Petroleum,oil & gas,1952,195558.78,8.72,187426.25,5.35,8235.82,76.18,54405.71,12.37,21071.43,26.45,0,0,2969.35,26.93
8,https://www.fortuneindia.com/fortune-500/company/oil-natural-gas-corp?year=2017,Oil & Natural Gas Corp,oil & gas,1993,136822.36,3.4,125784.61,1.38,20497.87,59.2,307074.78,14.5,221189.48,11.82,0,0,12146.62,31.6
9,https://www.fortuneindia.com/fortune-500/company/coal-india?year=2017,Coal India,metals & mining,1973,126214.69,12.22,119460.94,13.68,9265.98,35.05,76566.59,7.09,24526.78,29.59,12352.76,0,33514.29,11.24
10,https://www.fortuneindia.com/fortune-500/company/tata-consultancy-services?year=2017,Tata Consultancy Services,infotech,1995,122187,9.36,117966,8.58,26289,8.32,88039,20.79,86214,21.31,9162,0,61621,11.33
11,https://www.fortuneindia.com/fortune-500/company/tata-steel?year=2017,Tata Steel,iron & steel,1907,117481.24,17.03,112299.42,10.14,4240.8,0,131954.33,3.86,35544.32,14.26,0,0,17252.22,1.91
12,https://www.fortuneindia.com/fortune-500/company/icici-bank?year=2017,ICICI Bank,banking,1994,113397.63,11.84,60939.98,2.78,10188.38,0.08,925868.76,6.92,101566.88,11.25,1456,0,7893.26,14.19
13,https://www.fortuneindia.com/fortune-500/company/larsen-toubro?year=2017,Larsen & Toubro,capital goods,1946,110750.25,7.91,109311.81,8.1,5899.27,37.81,148646.45,9.33,50216.52,13.66,0,0,13853.07,3.92
14,https://www.fortuneindia.com/fortune-500/company/hindalco-industries?year=2017,Hindalco Industries,metals & mining,1958,104237.65,4.27,100183.78,0.14,1899.74,4139.54,112544.67,1.68,46058.8,19.9,0,0,8546.01,3.46
15,https://www.fortuneindia.com/fortune-500/company/bharti-airtel?year=2017,Bharti Airtel,telecommunication,1995,99662.8,3.4,95468.3,1.1,3799.8,37.47,186886.9,5.47,67456.3,1.03,654.3,0,4303.2,12.37
16,https://www.fortuneindia.com/fortune-500/company/hdfc-bank?year=2017,HDFC Bank,banking,1994,86148.98,15.83,73271.35,16.01,15253.03,19.15,833635.28,15.13,91793.95,23.54,3392.71,0,8504.7,34.86
17,https://www.fortuneindia.com/fortune-500/company/mahindra-mahindra?year=2017,Mahindra & Mahindra,auto,1945,85863.49,10.51,83773.05,10.46,3698.04,17.46,91794.88,14.02,25669.56,10.27,0,0,8910.63,15.88
18,https://www.fortuneindia.com/fortune-500/company/ntpc?year=2017,NTPC,power,1975,83819.17,12.12,82080.82,11.79,10719.64,0.75,218156.32,10.13,97838.02,6.84,2152.07,0,5675.81,20.91
19,https://www.fortuneindia.com/fortune-500/company/vedanta?year=2017,Vedanta,metals & mining,1965,78034.61,14.11,72225.03,12.39,5512.21,0,155584.54,0.29,60424.86,37.21,7091.81,0,2339.34,10.24
20,https://www.fortuneindia.com/fortune-500/company/infosys?year=2017,Infosys,infotech,1981,71534,9.11,68484,9.68,14353,6.41,69135,11.76,68982,11.72,5915,0,37659,9.45
21,https://www.fortuneindia.com/fortune-500/company/maruti-suzuki-india?year=2017,Maruti Suzuki India,auto,1981,70926.7,19.84,68085,18.23,7511,36.63,38701.5,22.15,37075.1,21.1,0,0,2360.3,18
22,https://www.fortuneindia.com/fortune-500/company/essar-oil?year=2017,Essar Oil,oil & gas,1989,65887.26,21.65,60869.05,15.73,1202.89,0,46212.53,10.16,19054.76,165.55,0,0,421.7,32.06
23,https://www.fortuneindia.com/fortune-500/company/hdfc?year=2017,HDFC,non-banking financial services,1977,61087.63,14.7,61034.35,14.68,11051.12,8.45,436968.03,18.66,60059.31,18.06,476.13,0,913.02,15.84
24,https://www.fortuneindia.com/fortune-500/company/wipro?year=2017,Wipro,infotech,1945,57854,7.02,55448.4,8.2,8493.1,4.66,67655.8,11.93,51670.2,11.97,873.4,0,26808.1,9.18
25,https://www.fortuneindia.com/fortune-500/company/axis-bank?year=2017,Axis Bank,banking,1993,57596.69,12.13,45175.09,9.09,3953.03,52.66,583879.09,11.06,56380.35,5.27,1403.99,0,4742.1,17.98
26,https://www.fortuneindia.com/fortune-500/company/jsw-steel?year=2017,JSW Steel,iron & steel,1994,57242.64,41.83,55604.59,33.84,3523.12,0,66374.23,7.2,22647.63,19.42,0,0,1699.59,11.91
27,https://www.fortuneindia.com/fortune-500/company/punjab-national-bank?year=2017,Punjab National Bank,banking,1895,57225.66,0.57,48058.08,5.4,1187.24,0,716932.36,3.22,39357.56,1.02,6.91,0,5482.33,16.49
28,https://www.fortuneindia.com/fortune-500/company/bank-of-baroda?year=2017,Bank of Baroda,banking,1908,52410.23,1.2,44473.45,2.89,1814.98,0,691798.97,4.31,43067.57,1.33,332.79,0,4888.66,6.01
29,https://www.fortuneindia.com/fortune-500/company/gail-india?year=2017,GAIL (India),oil & gas,1984,49748.08,5.05,48572.01,6.69,3368.16,80.19,47460.69,0.48,39304.89,7.97,1078.21,0,1286.65,30.27
30,https://www.fortuneindia.com/fortune-500/company/canara-bank?year=2017,Canara Bank,banking,1906,49486.11,0.37,41456.66,5.86,1358.28,0,570041.57,5.65,29312.25,8.7,0,0,4962.79,10.54
31,https://www.fortuneindia.com/fortune-500/company/hcl-technologies?year=2017,HCL Technologies,infotech,1991,48654.05,13.62,47567.53,14.58,8606.33,15.21,34633.84,15.97,32949.85,20.3,3386.11,0,22866.18,12.8
32,https://www.fortuneindia.com/fortune-500/company/bank-of-india?year=2017,Bank of India,banking,1906,46404.68,1.4,39585.23,5.96,1470.09,0,615553.77,2.55,27885.48,2,0,0,5449.06,0.84
33,https://www.fortuneindia.com/fortune-500/company/mrpl?year=2017,MRPL,oil & gas,1988,46119.33,15.9,43766.53,10.16,3472.64,321.59,25418.21,20.89,9502.23,57.48,0,0,390.29,20.9
34,https://www.fortuneindia.com/fortune-500/company/steel-authority-of-india?year=2017,Steel Authority of India,iron & steel,1973,44735.71,15.46,44209.65,13.96,2756.17,0,83558.9,4.11,37042.26,7.74,0,0,9180.52,5.63
35,https://www.fortuneindia.com/fortune-500/company/itc?year=2017,ITC,fmcg,1910,43978.54,7.46,42803.61,9.21,10289.44,10.11,46970.81,8.7,46412.93,8.75,6840.12,0,3631.73,5.54
36,https://www.fortuneindia.com/fortune-500/company/vodafone-india?year=2017,Vodafone India,telecommunication,1992,43095,0.6,42956,0.49,11784,10.15,0,0,0,0,0,0,0,0
37,https://www.fortuneindia.com/fortune-500/company/motherson-sumi-systems?year=2017,Motherson Sumi Systems,auto ancillaries,1986,42829.6,14.59,42493.4,14.18,1554.3,20.27,21466.3,73.53,8272.7,88.14,0,0,8090.9,13.04
38,https://www.fortuneindia.com/fortune-500/company/union-bank-of-india?year=2017,Union Bank of India,banking,1919,38246.97,5.51,32816.98,1.55,572.64,57.78,445024.84,11.87,21655.28,5.81,0,0,3509.4,6.86
39,https://www.fortuneindia.com/fortune-500/company/grasim-industries?year=2017,Grasim Industries,diversified,1947,36983.83,4.55,36068.4,4.58,3167.3,28.33,50750.6,3.47,31386.81,14.43,0,0,2265.59,6.47
40,https://www.fortuneindia.com/fortune-500/company/idea-cellular?year=2017,Idea Cellular,telecommunication,1995,36304.5,0.76,35575.74,1.04,399.7,0,81701.26,21.54,24732.25,5.02,0,0,1797.65,11.53
41,https://www.fortuneindia.com/fortune-500/company/kotak-mahindra-bank?year=2017,Kotak Mahindra Bank,banking,1985,33983.77,21.23,22324.21,9.42,4940.43,42.83,262989.92,15.05,38492.71,15.37,110,0,3982.31,3.33
42,https://www.fortuneindia.com/fortune-500/company/hindustan-unilever?year=2017,Hindustan Unilever,fmcg,1933,33685,3.24,33162,3.03,4490,8.17,8269,4.63,6744,2.6,3571,0,1743,3.75
43,https://www.fortuneindia.com/fortune-500/company/sun-pharmaceuticals?year=2017,Sun Pharmaceuticals,drugs & pharmaceuticals,1993,32473.22,9.93,31578.44,10.85,6964.37,53.21,51604.12,8.25,20871.51,33.54,0,0,4902.3,2.72
44,https://www.fortuneindia.com/fortune-500/company/idbi-bank?year=2017,IDBI Bank,banking,1964,31972.57,1.26,27805.38,0.9,5015.9,0,347912.54,4.37,17844.57,20.52,0,0,2305.53,30.8
45,https://www.fortuneindia.com/fortune-500/company/general-insurance-corporation-of-india?year=2017,General Insurance Corporation of India,insurance,1972,30946.52,55.64,26374.69,71.95,3140.62,11.23,50005.86,19.42,50005.89,19.42,860,0,100.72,11.61
46,https://www.fortuneindia.com/fortune-500/company/tech-mahindra?year=2017,Tech Mahindra,infotech,1986,29916.1,11.06,29140.8,9.99,2812.9,6.01,20645,16.09,16437.2,12.65,0,0,15453.9,10.8
47,https://www.fortuneindia.com/fortune-500/company/reliance-infrastructure?year=2017,Reliance Infrastructure,power,1929,29627,0.3,25430.28,5.71,1425.18,87.62,65326.65,7.27,20995.14,20.3,0,0,1706.21,1.08
48,https://www.fortuneindia.com/fortune-500/company/hero-motocorp?year=2017,Hero MotoCorp,auto,1984,29327.18,1.29,28584.96,0.45,3584.27,14.08,10719.12,16.65,10315.51,16.77,639.01,0,1432.49,6.95
49,https://www.fortuneindia.com/fortune-500/company/bharat-heavy-electricals?year=2017,Bharat Heavy Electricals,capital goods,1964,28219.04,5.28,28252.18,10.7,457.26,0,41274.81,7.59,32388.99,0.23,0,0,5408,0.38
50,https://www.fortuneindia.com/fortune-500/company/tata-power-company?year=2017,Tata Power Company,power,1919,28132.79,12.05,27881.91,5.47,745.48,12.58,68559.45,17.58,11779.47,1.26,0,0,1447.48,5.24
51,https://www.fortuneindia.com/fortune-500/company/chennai-petroleum?year=2017,Chennai Petroleum,oil & gas,1965,27647.63,7.61,27691.4,7.14,1050.82,37.98,9115.68,28.07,3441.1,39.38,0,0,512.88,43.66
52,https://www.fortuneindia.com/fortune-500/company/central-bank-of-india?year=2017,Central Bank of India,banking,1911,27646.12,1.02,24774.65,4.67,2459.36,0,325178.58,10.33,15006.05,1.37,0,0,4221.2,5.61
53,https://www.fortuneindia.com/fortune-500/company/power-finance-corporation?year=2017,Power Finance Corporation,non-banking financial services,1986,27611.29,0.98,27581.27,1,2236.1,63.84,248530.01,4.22,36844.91,2.27,1320.04,0,133.24,24.96
54,https://www.fortuneindia.com/fortune-500/company/power-grid-corporation-of-india?year=2017,Power Grid Corporation of India,power,1989,26638.89,24.98,25703.91,24.46,7450.73,25.04,175575.14,9.62,49865.5,13.41,1313.12,0,1911.6,27.17
55,https://www.fortuneindia.com/fortune-500/company/syndicate-bank?year=2017,Syndicate Bank,banking,1925,26461.65,2.93,23003.79,0.84,517.45,0,293737.63,2.63,14118.54,9.95,0,0,3794.64,35.93
56,https://www.fortuneindia.com/fortune-500/company/ultratech-cement?year=2017,UltraTech Cement,cement,2000,25947.38,1.22,25374.94,0.88,2714.92,9.56,33210.73,1.06,24391.62,11.15,310.99,0,1522.34,5.35
57,https://www.fortuneindia.com/fortune-500/company/petronet-lng?year=2017,Petronet LNG,oil & gas,1998,24980.13,8.57,24616.03,9.28,1723.13,85.71,11788.7,10.35,8178.38,22.75,187.5,0,73.86,3.94
58,https://www.fortuneindia.com/fortune-500/company/rural-electrification-corporation?year=2017,Rural Electrification Corporation,non-banking financial services,1969,24663.24,1.93,24662.59,2.23,6313.37,10.93,203385.09,1.99,33670.56,16.53,1382.44,0,192.75,34.61
59,https://www.fortuneindia.com/fortune-500/company/jet-airways-india?year=2017,Jet Airways (India),airline services,1992,24524.4,2.98,23547.07,2.02,438.45,63.81,4776.62,30.58,4899.88,0,0,0,3141.23,24.05
60,https://www.fortuneindia.com/fortune-500/company/bajaj-finserv?year=2017,Bajaj Finserv,non-banking financial services,2007,24522.06,19.42,24521.64,19.42,2261.92,21.4,94111.58,24.94,16138.3,18.73,0,0,1000.73,30.3
61,https://www.fortuneindia.com/fortune-500/company/ashok-leyland?year=2017,Ashok Leyland,auto,1948,24272.47,8.93,23244.47,6.98,1589.36,133.07,20433.59,19.12,6392.95,21.45,325.4,0,1924.12,12.41
62,https://www.fortuneindia.com/fortune-500/company/reliance-communications?year=2017,Reliance Communications,telecommunication,2004,23322,13.52,22149,13.46,1403,0,82330,4.7,24084,34.67,0,0,1138,1.61
63,https://www.fortuneindia.com/fortune-500/company/bajaj-auto?year=2017,Bajaj Auto,auto,2007,23287.21,1.86,21766.68,3.63,4079.49,0.45,18111.16,27.04,17856.57,27.36,144.68,0,960.84,8.76
64,https://www.fortuneindia.com/fortune-500/company/adani-power?year=2017,Adani Power,power,1996,23202.78,8.4,22783.82,10.76,6174.1,0,61458.46,7.91,2999.56,59.83,0,0,410.08,8.27
65,https://www.fortuneindia.com/fortune-500/company/indian-overseas-bank?year=2017,Indian Overseas Bank,banking,1937,23091.24,11.34,19718.6,16.15,3416.74,0,241184.84,9.79,11579.11,12.64,0,0,3044.67,10.2
66,https://www.fortuneindia.com/fortune-500/company/iffco?year=2017,IFFCO,"fert, agro chem",1967,22597.1,25.67,22130.23,25.45,134.7,66.78,22770.32,8.84,8107.38,7.93,85.7,0,988.73,2.83
67,https://www.fortuneindia.com/fortune-500/company/corporation-bank?year=2017,Corporation Bank,banking,1906,22569.23,6.69,19471.52,0.31,565.81,0,239768.62,4.41,12086.62,12.75,0,0,1445,5.19
68,https://www.fortuneindia.com/fortune-500/company/nabard?year=2017,NABARD,banking,1982,22434.68,7.52,22175.54,7.64,2680.5,5.32,333922.62,11.58,53883.59,8.56,0,0,1709.9,37.9
69,https://www.fortuneindia.com/fortune-500/company/new-india-assurance-company?year=2017,New India Assurance Company,insurance,1919,22428.17,16.34,17674.78,16.17,857.86,10.76,36566.82,15.59,12817.79,2.59,0,0,2235.94,8.78
70,https://www.fortuneindia.com/fortune-500/company/jindal-steel-power?year=2017,Jindal Steel & Power,iron & steel,1979,21382.87,11.5,21655.5,11.23,2281.28,0,77619.31,3.49,30050.53,7.35,0,0,913.55,3.49
71,https://www.fortuneindia.com/fortune-500/company/andhra-bank?year=2017,Andhra Bank,banking,1923,21303.9,7,18218.32,2.36,207.1,62.88,215772.02,10.61,10579.44,2.36,0,0,2136.51,20.85
72,https://www.fortuneindia.com/fortune-500/company/oriental-bank-of-commerce?year=2017,Oriental Bank of Commerce,banking,1943,21187.85,3.41,18422.33,8.66,1094.07,0,248052.93,5.88,12672.94,7.72,0,0,2099.34,3.33
73,https://www.fortuneindia.com/fortune-500/company/ambuja-cements?year=2017,Ambuja Cements,cement,1981,20875.22,112.81,20343.83,114.57,1121.13,38.77,24146.36,133.31,19545.45,90.29,486.58,0,1397.21,135.2
74,https://www.fortuneindia.com/fortune-500/company/yes-bank?year=2017,Yes Bank,banking,2003,20642.8,26.93,16425,21.37,3339.89,32.03,203503.75,29.52,22039.63,60.14,0,0,1840.24,39.44
75,https://www.fortuneindia.com/fortune-500/company/allahabad-bank?year=2017,Allahabad Bank,banking,1865,20578.94,2.04,17694.35,6.45,279,0,231554.01,1.21,15036.19,0.03,0,0,2306.32,7.35
76,https://www.fortuneindia.com/fortune-500/company/tata-communications?year=2017,Tata Communications,telecommunication,1986,19976.88,7.72,17619.73,2.91,1232.87,14103.57,15036.31,19.66,1591.9,538.11,0,0,2839.41,3.64
77,https://www.fortuneindia.com/fortune-500/company/interglobe-aviation?year=2017,Interglobe Aviation,airline services,2004,19369.86,16.29,18580.5,15.12,1659.15,16.46,10463.77,15.89,3779.18,38.78,0,0,2048.19,14.55
78,https://www.fortuneindia.com/fortune-500/company/indusind-bank?year=2017,IndusInd Bank,banking,1994,18577.16,22.47,14405.67,21.34,2868.17,25.43,169673.52,25.04,20273.01,17.07,0.46,0,1521.02,23.05
79,https://www.fortuneindia.com/fortune-500/company/uco-bank?year=2017,UCO Bank,banking,1943,18440.29,8.52,16325.8,12.04,1850.67,0,223572.94,5.62,10428.3,2.68,0,0,1920.58,4.65
80,https://www.fortuneindia.com/fortune-500/company/future-retail?year=2017,Future Retail,retail trade,2007,18382.83,145.9,17980.46,147.4,368.28,2340.56,3987.43,26.08,2553.66,36.27,0,0,803.44,144.57
81,https://www.fortuneindia.com/fortune-500/company/asian-paints?year=2017,Asian Paints,fmcg,1945,18311.86,12.35,17518.19,7.58,1939.42,11.13,8694.97,18.05,7603.6,16.52,254.19,0,1086.29,9.78
82,https://www.fortuneindia.com/fortune-500/company/indian-bank?year=2017,Indian Bank,banking,1907,18261.62,1.27,16039.22,1.26,1453.06,93.41,212569.89,7.21,14733.42,7.48,288.17,0,1995.36,0.74
83,https://www.fortuneindia.com/fortune-500/company/lupin?year=2017,Lupin,drugs & pharmaceuticals,1983,17946.97,20.52,17494.33,22.72,2557.46,13.12,22410.15,17.7,13497.57,20.91,338.24,0,2849.52,33.05
84,https://www.fortuneindia.com/fortune-500/company/reliance-capital?year=2017,Reliance Capital,non-banking financial services,1986,17640,76.44,17507,76.11,1086,1.36,73089,24.01,15334,8.42,0,0,1337,61.47
85,https://www.fortuneindia.com/fortune-500/company/upl?year=2017,UPL,"fert, agro chem",1985,17126,18.41,16312,16.12,1727,83.72,14195,21.4,7315,24.21,0,0,1627,13.46
86,https://www.fortuneindia.com/fortune-500/company/gitanjali-gems?year=2017,Gitanjali Gems,gems & jewellery,1986,16831.44,18.87,16572.87,18.51,166.83,60.86,14722.72,0.39,0,0,0.8,0,311.58,13.95
87,https://www.fortuneindia.com/fortune-500/company/ptc-india?year=2017,PTC India,power,1999,15513.47,14.06,15310.55,13.86,414.72,28.59,14817.3,22.51,3855.11,8.55,0,0,43.99,18.25
88,https://www.fortuneindia.com/fortune-500/company/aurobindo-pharma?year=2017,Aurobindo Pharma,drugs & pharmaceuticals,1986,15339.65,8.85,14909.54,8.08,2301.66,13.66,12760.54,3.29,9371.91,28.61,0,0,1767.76,14.59
89,https://www.fortuneindia.com/fortune-500/company/max-financial-services?year=2017,Max Financial Services,diversified,1988,15248.7,30.2,15246.72,30.2,395.36,56.43,41543.44,23.17,1828.29,6.96,0,0,918.13,41.18
90,https://www.fortuneindia.com/fortune-500/company/cipla?year=2017,Cipla,drugs & pharmaceuticals,1935,14747.97,5.84,14630.24,6.09,1006.39,26,17355.54,0.01,12525.42,8.76,0,0,2633.82,8.21
91,https://www.fortuneindia.com/fortune-500/company/dr-reddys-laboratories?year=2017,Dr Reddy's Laboratories,drugs & pharmaceuticals,1984,14490.9,9.2,14196.1,8.81,1292.1,39.36,17608.2,8.25,12262.1,2.45,339,0,3106.8,0.34
92,https://www.fortuneindia.com/fortune-500/company/cesc?year=2017,CESC,power,1978,14342.09,14.99,13903.5,14.68,690.84,15.43,32099.98,3.15,10622.69,0.18,132.56,0,3627.74,11.14
93,https://www.fortuneindia.com/fortune-500/company/bhushan-steel?year=2017,Bhushan Steel,iron & steel,1983,14286.13,19.44,13702.68,15.94,3614.85,0,48551.67,5.82,1482.94,0,0,0,501.29,11.51
94,https://www.fortuneindia.com/fortune-500/company/eid-parry-india?year=2017,EID Parry (India),sugar,1975,14246.57,6.33,14391.25,6.29,520.81,1409.16,7836.69,8.89,2750.31,15.2,0,0,476.28,4.62
95,https://www.fortuneindia.com/fortune-500/company/siemens?year=2017,Siemens,capital goods,1957,14188.8,24.08,10835.8,2.58,2873.7,144.7,6838.2,25.49,6558.7,28.18,1193,0,1462.7,5.09
96,https://www.fortuneindia.com/fortune-500/company/citibank?year=2017,Citibank,banking,1902,14183.84,2.31,10450.85,2.31,3625.61,12.14,131700.1,7.18,21746.47,7.72,0,0,1255.9,1.52
97,https://www.fortuneindia.com/fortune-500/company/lic-housing-finance?year=2017,LIC Housing Finance,non-banking financial services,1989,14100.92,12.78,14092.44,12.83,1942.27,16.46,139681.92,14.65,11155.85,21.07,1,0,266.23,61.84
98,https://www.fortuneindia.com/fortune-500/company/vijaya-bank?year=2017,Vijaya Bank,banking,1931,14030.72,8.28,12379.46,2.45,750.49,96.57,152225.24,6.18,7321.03,8.45,180.33,0,1747.89,40.17
99,https://www.fortuneindia.com/fortune-500/company/mrf?year=2017,MRF,tyres & tubes,1960,13970.91,2.13,13405.82,0.35,1486.22,11.16,11138.95,13.09,8640.76,19.61,2.54,0,1000.36,16.76
100,https://www.fortuneindia.com/fortune-500/company/jaiprakash-associates?year=2017,Jaiprakash Associates,diversified,1995,13745.27,25.75,13759.03,25.21,8706.08,0,45158.04,47.7,7558.99,41.36,0,0,907.59,2.26
101,https://www.fortuneindia.com/fortune-500/company/sundaram-clayton?year=2017,Sundaram Clayton,auto ancillaries,1962,13707.5,9.52,13498.2,8.3,330.2,13.14,4550.96,19.23,1867.01,22.6,63.73,0,1041.73,11.07
102,https://www.fortuneindia.com/fortune-500/company/bank-of-maharashtra?year=2017,Bank of Maharashtra,banking,1935,13586.79,3.57,12061.98,7.59,1356.09,0,154645.77,1.54,7468.91,1.26,0,0,1807.94,17.27
103,https://www.fortuneindia.com/fortune-500/company/apollo-tyres?year=2017,Apollo Tyres,tyres & tubes,1972,13569.5,13.4,13180.04,11.24,1099,2.13,11333.09,34.87,7286.83,10.38,0,0,1742.07,10.9
104,https://www.fortuneindia.com/fortune-500/company/suzlon-energy?year=2017,Suzlon Energy,capital goods,1995,13551.74,28.94,12714.37,34.07,857.71,47.09,4674.32,9.94,6841.33,0,0,0,1046.48,9.11
105,https://www.fortuneindia.com/fortune-500/company/titan-company?year=2017,Titan Company,gems & jewellery,1984,13363.06,15.79,12978.86,15.1,711.47,5.48,4379.82,17.47,4232.38,20.71,0,0,896.55,28.76
106,https://www.fortuneindia.com/fortune-500/company/avenue-supermarts?year=2017,Avenue Supermarts,retail trade,2000,13050.01,39.91,12758.15,39.02,478.8,49.51,5340.81,95.69,3841.78,152.68,0,0,192.51,29.17
107,https://www.fortuneindia.com/fortune-500/company/tata-chemicals?year=2017,Tata Chemicals,basic materials,1939,12836.03,11.44,12941.77,12.98,993.11,28.88,19478.59,4.5,7908.24,15.38,0,0,1297.23,2.05
108,https://www.fortuneindia.com/fortune-500/company/tvs-motor-company?year=2017,TVS Motor Company,auto,1992,12677.03,11.1,12462.62,9.54,511.24,19.13,3600.21,21.71,2216.04,21.86,118.78,0,828.05,13.25
109,https://www.fortuneindia.com/fortune-500/company/ruchi-soya-industries?year=2017,Ruchi Soya Industries,food & agri products,1986,12586.04,15.6,12781.84,15.39,1311.68,0,6759.26,19.03,931.67,61.72,0,0,193.21,13.92
110,https://www.fortuneindia.com/fortune-500/company/capgemini-technology-services-india?year=2017,Capgemini Technology Services India,infotech,1993,12551.2,12.69,11970.4,9.82,1579.5,27.07,8971.1,22.65,8388.3,22.31,0,0,7759.5,5.18
111,https://www.fortuneindia.com/fortune-500/company/neyveli-lignite-corporation?year=2017,Neyveli Lignite Corporation,power,1956,12300.73,40.68,11128.04,41.72,2447,2759.65,28721.61,13.07,12198.63,20.43,1121.97,0,2514.45,6.18
112,https://www.fortuneindia.com/fortune-500/company/standard-chartered-bank?year=2017,Standard Chartered Bank,banking,1960,12267.83,2.12,9610.33,4.08,2440.43,142.47,118785.24,7.65,25810.64,7.04,0,0,1461.62,5.78
113,https://www.fortuneindia.com/fortune-500/company/shree-renuka-sugars?year=2017,Shree Renuka Sugars,sugar,1995,12198.1,22.8,11844.5,20.23,1039.7,0,3823.1,1.52,0,0,0,0,210.5,2.68
114,https://www.fortuneindia.com/fortune-500/company/indiabulls-housing-finance?year=2017,Indiabulls Housing Finance,non-banking financial services,2005,11701.74,26.84,11639.64,26.23,2906.39,23.95,98367.73,35.47,11869.32,10.99,1142.12,0,499.66,20.94
115,https://www.fortuneindia.com/fortune-500/company/exide-industries?year=2017,Exide Industries,storage batteries,1947,11649.95,24.49,11223.55,17.7,801.05,14.86,15187.52,16.61,5032.13,14.63,136,0,867.7,3.53
116,https://www.fortuneindia.com/fortune-500/company/united-bank-of-india?year=2017,United Bank of India,banking,1950,11614.53,1.84,9427.91,5.12,219.51,0,137234.82,9.23,6842.78,26.85,0,0,1624.18,23.89
117,https://www.fortuneindia.com/fortune-500/company/oil-india?year=2017,Oil India,oil & gas,1959,11559.86,3.14,9566.36,2.59,1596.56,23.23,44630.53,25.48,29519.36,17.24,761.44,0,2087.26,8.29
118,https://www.fortuneindia.com/fortune-500/company/dewan-housing-finance-corporation?year=2017,Dewan Housing Finance Corporation,non-banking financial services,1984,11471.09,46.32,11465.35,46.34,2806.3,274.52,89955,34.2,7730.6,43.43,31.3,0,391.68,20.17
119,https://www.fortuneindia.com/fortune-500/company/dena-bank?year=2017,Dena Bank,banking,1938,11433.07,0.62,10181.67,4.36,863.62,0,126688.8,3.18,6586.67,6.03,0,0,1484.08,2.48
120,https://www.fortuneindia.com/fortune-500/company/acc?year=2017,ACC,cement,1936,11257.76,5.53,11167.55,5.34,604.38,2.86,8776,2.72,8641.52,2.62,319.24,0,789.86,2.29
121,https://www.fortuneindia.com/fortune-500/company/bosch?year=2017,Bosch,auto ancillaries,1951,11172.3,9.29,10435.2,7.56,1740.2,13.47,9160.8,8.02,8790.6,7.73,0,0,1342.8,3.05
122,https://www.fortuneindia.com/fortune-500/company/hsbc?year=2017,HSBC,banking,1865,11064.78,7.34,8791.84,3.7,2391.28,23.64,115371.02,8.67,19934.04,10.37,0,0,1171.27,5.93
123,https://www.fortuneindia.com/fortune-500/company/shriram-transport-finance?year=2017,Shriram Transport Finance,non-banking financial services,1979,10904.47,5.24,10902.79,5.25,1265.63,6.93,69616.11,8.82,11331.94,11.37,90.75,0,583.2,6.5
124,https://www.fortuneindia.com/fortune-500/company/reliance-power?year=2017,Reliance Power,power,1995,10891.68,2.54,10395.65,0.94,1104.16,23.31,56477.48,0.57,21367.58,5.64,0,0,182.65,3.94
125,https://www.fortuneindia.com/fortune-500/company/idfc?year=2017,IDFC,non-banking financial services,1997,10467.72,16.69,10465.88,16.7,699.08,0,111634.73,33.71,10819.86,7.04,0,0,794.2,24.09
126,https://www.fortuneindia.com/fortune-500/company/videocon-industries?year=2017,Videocon Industries,consumer durables,1986,10262.88,4.6,9863.52,4.34,1532.54,0,46548.97,9.37,0,0,0,0,300.57,1.87
127,https://www.fortuneindia.com/fortune-500/company/torrent-power?year=2017,Torrent Power,power,2004,10219.63,14.87,10024.45,14.54,428.95,52.35,17527.56,3.98,6892.09,6.52,0,0,567.51,8.9
